69862 16243
62516 66825 875691587
68324 3977 546020126
46912 21643 684060691
20908 39401 809994696
50451 46232 310494658
3211 25059 534412210
1055 1876 418218458
41774 65757 350763699
12047 5551 89494982
56693 44658 975449768
24702 56983 318644253
45606 25721 426859966
48445 54102 382717980
46726 60165 760817164
56883 47628 614199075
58890 30443 12769533
19862 35545 987847983
16488 48031 731639560
46656 21334 383954812
16448 31293 405282036
46361 56875 672152310
32612 10134 494058118
58721 26586 307295167
9124 5727 645951086
13711 68124 886588605
19675 902 805477061
15350 44716 766634370
9811 42306 3744561
30974 61904 203298038
66073 25333 554476800
38476 25309 907330894
35285 5216 372132733
66148 20246 473187878
62503 54653 607543788
66334 12246 372773134
65728 60325 234758282
12466 27810 482092281
17440 60688 125672959
6870 49279 814767044
50271 68504 956922164
63421 68285 607432306
15592 14516 311623402
31405 37231 65562067
6576 66235 771133530
60466 55220 829802589
9851 29512 289174206
53985 59514 347121800
66353 53143 383121040
53368 51616 470286114
5679 32903 190574373
33886 18781 52982061
9802 20408 308751665
50345 20550 843197735
21308 3839 974143189
29524 56888 266833024
62853 12661 202942831
66509 53232 161583079
25023 64956 532126581
43091 39922 950300101
5787 66747 421740170
43179 52083 486038773
46087 54326 817948817
59524 23035 935397326
63229 35002 921410541
39691 60984 893783841
24965 26747 422360171
51161 6705 52325490
44482 13678 766634418
27768 53830 535313365
68113 34332 924210190
2666 45936 590060114
30403 10187 243479246
39253 62418 610494731
29575 9874 650729058
56396 3510 262508550
55452 9106 382238297
42724 23727 602936861
176 34006 865914835
23629 63657 51353559
55585 17403 791322745
281 69284 665333634
27455 36257 715224296
31301 59874 682883014
33115 25560 174481172
46951 32181 4226579
13594 26240 862181032
43622 12345 397368909
34809 51698 537005844
3070 6808 851354687
48861 64187 267713793
26664 4887 234798331
44063 53919 954340376
20590 67598 362416310
34277 2887 173968892
2693 23045 171229129
27874 67413 217775223
65632 25721 375004274
3205 39271 194648329
47411 14258 123146224
24992 18637 563537983
62936 62943 747999599
25255 33713 298272196
14089 40039 473885929
19272 63370 755460405
32684 49481 191785574
64016 3565 976142132
54275 52868 686511493
13763 56377 734227541
26902 61628 60410041
52679 48092 724961001
57395 751 756529050
16060 24503 200024016
56366 60247 703313110
56466 52868 193692909
56664 50454 609039599
35961 24141 812662100
19063 35764 612221385
3833 3914 576056995
17783 53350 551904797
37199 39242 570517842
4565 19215 177716552
30363 35046 979584492
48008 32738 960027266
20457 49501 215270759
18323 5754 139320895
45902 35769 410164814
35362 17500 144415171
42200 49815 731446851
38265 15741 900421610
62804 16675 872913984
68884 47540 766896373
51602 30131 906789925
38881 35482 65907698
267 35952 184756696
19481 55278 646980006
39812 59883 334125322
37708 53265 854790073
51835 34333 769358152
30620 32852 507372625
37749 63350 810750591
24284 2513 43809621
30004 29100 133223936
48638 53009 753710577
36567 42693 38411056
29747 14394 337591977
50057 65156 694712008
39977 54248 139665460
39629 10304 607193905
24734 34813 567695913
40340 56355 995241018
10410 54827 602573703
17405 49471 873499854
46956 20387 810484606
7553 56287 220025937
1774 2884 522523227
52407 2325 647767737
36957 56840 770362986
28243 7634 115168074
25983 26189 22219563
21078 41252 325903967
60871 3063 621640667
28014 21767 803746004
56794 56767 66465782
57023 18779 461217147
25038 56485 975287511
69730 68783 398057125
31900 47853 984298321
57239 27491 807536982
14191 52401 949237012
68675 32536 194237627
33026 31866 678382799
23399 60713 860955188
44958 45586 840793624
23222 45232 612067648
61529 43480 180273706
48643 22717 656490496
10005 36735 892572029
3879 68340 962442889
4666 65623 18804559
15297 16447 869515946
47804 65112 288049935
12293 10909 306575446
29590 13034 207287941
59043 41565 409723087
38906 49393 147774365
56575 51431 753009568
8186 53975 100827780
39908 31203 782491985
14355 42678 949527618
5274 37306 618314825
56574 5868 316616357
32129 11176 880574133
15993 65023 141194890
39653 67123 275169431
54503 31965 55859310
8412 46628 99856567
25812 2491 584812224
21543 46154 992708356
61467 25215 89825858
14333 66134 833483110
24966 18277 140577022
52017 33150 863681390
29717 11691 462749937
53938 42941 228872364
45300 68120 231317038
29002 47212 191375155
42695 26915 175369271
51965 67869 391016981
44016 18891 71147297
32783 19527 889562003
34224 52801 716408175
28736 799 370241117
13017 410 459085636
12443 45495 577409926
40111 66024 797858091
64097 13038 993729802
21203 60792 391269738
15707 65246 404834314
31537 11531 528229825
53113 48973 850606714
17106 29503 614788774
5146 5771 504745024
68435 30281 384647562
32047 1965 341087586
1770 34436 448499010
58952 13530 455964638
44679 53310 739627577
13094 15151 182129295
41178 4239 503908902
54291 45547 692114260
8424 21837 404913440
34790 24729 742125008
24994 682 803425426
67506 10624 149995751
41640 48805 419269452
41660 49905 948627983
49376 20921 879703915
31498 14209 758357816
41239 15034 627539127
18467 2213 914459668
2104 50998 375443871
20487 39224 517246667
46690 61242 798370334
61440 16227 359746602
56268 24129 261807514
45344 14917 647642136
15357 62856 61526156
58133 50420 330220598
19668 23488 533748087
13447 50629 464662202
1859 55546 348920039
35595 67599 699440429
3819 1619 373634359
68634 26343 977963445
56968 4919 31532136
36727 51880 197130351
20786 23002 582182289
43917 63277 414056758
32970 36963 568785352
56979 30368 164949134
65977 60052 491864385
30414 49345 254958968
22483 1862 893442575
34189 30212 528807297
12902 30818 625525460
68421 52383 594895773
58494 29224 664911022
30049 1131 151122641
48490 25421 264432162
20569 21521 482350512
20558 1766 916028126
34910 9922 555658872
54152 4531 527291742
17250 23303 411728770
36615 30212 360212706
9874 63436 668278060
35805 69587 993731995
66011 21759 769730474
37380 16259 736566821
30752 4381 934146765
40356 40789 231939313
40007 59586 513672204
67007 47481 262213292
5658 30721 736410928
43203 39151 519749434
14831 25036 400584494
57764 61019 605049985
1845 62046 376411471
56017 24398 579636546
68195 54565 370808916
16494 67472 727538991
52502 431 732792613
53210 44893 750243642
21905 60811 395682852
67674 53704 454060359
61019 1582 583433870
30358 40716 497719726
65703 4539 443240270
65273 69232 881790050
25977 16555 322444894
57390 36829 511426663
39815 53411 247221165
12081 24243 962104922
65931 58437 817157741
39931 38934 229029710
4254 49064 142125501
39942 65768 435939101
27197 9363 715486409
58187 43933 839213144
39690 64727 391262615
45170 31419 387130181
62423 47989 341191133
55855 29295 98825776
2961 39679 584520646
27919 3372 513674915
51485 500 983897291
63544 49482 522378996
56942 28396 27948345
19039 36089 518284812
63428 37830 484113069
40194 62020 878813173
56614 40528 373717166
57969 59631 783257325
3782 61707 710487188
33387 21799 12841414
6608 7326 427288229
58818 17495 597697710
56857 45896 844868988
13870 23153 166216945
14845 3027 803445695
6205 38262 243883709
67716 40873 784784646
39860 45261 330770332
8710 62706 109578893
15519 33218 266643606
60244 17306 759150052
36425 58585 271231133
35697 12627 394846130
51340 45826 41119553
44605 62441 258404594
17235 5551 638722510
20539 58118 529307458
65454 48195 806024667
44460 33079 749190406
8422 17226 347015985
7580 35649 477830856
58031 25916 807270195
4318 52124 799171080
66658 53689 127750217
34648 58048 426636387
34685 49484 322823063
49732 23278 70070406
5442 60692 898902089
44372 40459 629111607
47359 42895 882997193
29941 10074 852989056
49782 45333 608739115
62431 68732 459846493
62546 37766 876952041
66296 246 587144959
10749 25382 756272399
11882 14447 493131506
17060 23799 83871390
49762 1265 947992606
44190 67605 142140424
18270 68532 871844105
56677 5188 385240262
68276 35989 923441311
51191 32410 12925128
61347 46009 44071336
44200 45027 905309618
66577 47177 202832936
12377 66365 447780897
36438 15880 424967931
30538 55505 633496916
41931 1923 658551452
59551 19324 50400470
31148 48772 135991980
39966 22429 843380499
53822 65015 619241994
41943 62593 944178373
69463 55078 324600233
53453 65194 528453380
44431 31268 646206862
12268 39928 836405538
34866 6630 171646381
45118 28797 877723472
10014 19984 813493366
60682 52822 291999326
33491 4218 726207930
41728 39191 974922952
17305 40322 943981101
29879 43479 360478240
69083 3381 113091681
19400 59078 153410619
54032 8036 551666560
20793 57120 848444653
43876 232 155109966
43767 36284 659269661
4544 48575 560447303
36653 50430 304346629
23726 47430 285290687
65837 629 532703353
61870 44724 840582566
60440 31658 601882360
44524 20953 902628268
53670 49422 823109227
49730 50654 695290201
32084 32907 721742956
54792 60363 160071880
44032 43309 434139204
3354 21197 374551647
8525 5049 385449984
37452 11025 530688839
39197 64797 566522782
34416 2105 302251455
13590 32675 182797892
36696 61325 74524162
14162 29140 207160929
26688 17622 484322325
40254 30909 651297512
13200 15580 635267243
9622 21296 782410360
17545 45219 203435714
19374 9588 922524941
47837 14881 617200217
66095 57552 426590364
40729 25169 339096402
59445 65656 733207179
26169 21796 873927649
47819 60574 480977174
65481 45959 114415467
20753 25520 208719711
30355 43000 989786094
20374 26857 821290697
8472 57361 8913859
6593 17347 315794099
579 35787 490709564
14495 2200 203792508
60708 7497 971581618
60498 1903 504894529
15793 36705 890102932
44017 44304 639940316
50693 53418 197386280
59958 58782 336417909
66463 66479 543064365
23030 32013 328503469
38977 6174 511683585
57261 64346 890958762
42603 816 754313742
52219 913 447682079
18686 32998 914178447
67345 35323 424125920
29176 36089 868162764
10801 15428 680044389
5238 25805 773085179
68533 60002 275078866
61097 67276 963967401
14110 51901 748042493
45411 60395 11217807
43702 34669 312297191
16413 64681 844560314
22345 61378 426424536
66 34745 772932168
43049 57391 66947564
39958 28790 443819960
24860 28228 867848199
58290 47087 509706053
29637 50879 64013122
37835 69571 778991138
13325 23666 205715635
57415 26382 69115518
32147 63081 138002071
3008 40419 602716063
9486 26608 198236815
8815 3856 320989778
3088 19960 780430269
36099 68698 743321135
67928 31503 610693730
17004 17789 808007552
44217 7453 510435546
1342 54690 124059882
25526 20973 92015979
22322 69305 89846605
27201 24330 684668573
63176 36394 260857009
27979 63982 127665744
37797 3692 753096414
69711 28839 545905071
66674 4582 776215613
67120 40236 848829257
960 31716 393347828
64168 219 433674718
33853 20342 950000947
19755 25918 379945049
64647 34990 171571851
68440 45889 657260450
62282 3100 19521180
25576 5643 762564637
48282 2100 898315411
4363 55486 682126446
25524 52910 479585844
46276 1434 950016538
68074 20759 750471912
6612 67592 267181274
62260 68375 533838742
8466 62755 997125831
53124 66114 725028820
39665 46219 285056662
8653 4657 986864713
64555 34000 165804480
69715 1425 497291792
68681 17106 597519742
55069 15106 375229087
56388 47182 876344236
55796 20615 216165858
46856 45989 446790185
22642 6018 543713358
45612 26596 918575093
29990 43721 463219365
8986 33651 939498748
57250 11994 123347967
45858 61822 299189199
17507 13477 957752411
2211 60819 981624630
40745 43255 60394513
49995 5161 102307487
46951 13339 740817804
66040 24000 482533164
32167 12309 555994032
62665 7419 541784780
8628 42946 372949973
5027 32374 541684035
65267 11369 691001537
37607 56067 589961613
6838 19677 743238318
26516 18867 653664693
34056 25870 390250901
18431 24549 193173013
56956 54521 916060317
9114 2460 780622405
17630 38246 729471622
56530 7393 793195417
51157 68751 147511605
61792 4439 880922524
51346 36628 616555749
14714 57655 87200331
65835 2082 735534416
45227 68638 289071312
53124 56848 762097027
18299 46714 898840479
51213 15209 274516029
6840 5706 98015759
7785 9899 16713576
7533 53699 525114184
51008 15521 53077077
23826 8511 205830416
5506 10079 295150526
17519 42547 213176021
39710 56351 624546707
57799 20068 968108861
63794 5986 812332750
33932 53217 781837722
54739 8572 760961550
13178 64049 805173282
29935 38880 714853706
62559 11384 317398811
39453 11090 948408987
41904 52820 62343187
55672 12527 211987667
57848 19780 380710525
31985 43759 404313633
50538 6667 539212634
5163 40532 639756128
24351 57106 761634681
48746 54920 551684130
58560 29305 639469957
36108 18292 842646182
37234 48527 557988752
37068 51160 572582779
43193 57358 175252682
20718 8058 891072337
11758 64877 321983948
67513 16097 913266669
41250 9534 326970393
2147 38320 510250546
15397 34182 238019576
19962 61916 375859725
11678 40997 435980712
42013 994 742732128
38261 67576 145144838
26015 37186 168077840
66069 1001 831691975
11198 17157 785941213
54891 34675 844861251
41595 36338 386925940
3169 49984 830938014
54975 26222 113574348
59183 55206 660189682
18402 14376 862400999
36848 54977 371278574
61351 15732 620444204
58107 6727 827992907
14302 10527 832585693
67147 22314 36666370
48591 10004 65223798
59816 29401 410592266
30446 5856 313408788
62873 68240 280354813
15105 66462 201639512
55547 14926 634493863
68169 9222 482494891
32739 38037 119220734
56725 42604 452362952
2295 13663 481660813
39246 30655 803341660
64931 828 126076064
4191 45857 498116551
9857 26031 818867601
25030 10514 977033151
66650 35527 186867497
2729 19115 735566511
14240 23221 860542297
9504 29199 215267697
18162 55577 469268504
29773 1547 45287574
34532 51866 731657103
35433 65551 978045398
3184 32873 768010547
42030 53919 587636810
4601 27154 563915274
19566 36022 755258130
26100 25213 123234468
6434 11762 7410446
3384 8405 815366660
60129 21912 102250947
29970 52014 66505130
40767 10647 588303392
54597 25310 419170718
27192 41544 197909893
25977 23294 817804951
33894 22138 849855985
34535 29058 778464077
68122 8036 791551574
57033 33147 672260106
57212 30734 864920010
67541 27066 913213292
60757 67559 376657510
59880 53629 485053863
30389 14986 823370172
55651 31074 680069798
11115 44028 258805560
2552 7965 223062528
66484 62357 785741083
68975 66981 262199471
13929 18286 598854619
59904 11684 796789506
2926 28368 766857852
42730 21387 439798101
61288 5549 449622107
59477 34343 139519329
52205 23735 533203800
64169 23402 175501968
28551 66389 850581923
69694 28908 854468017
10996 24851 680405880
9223 43553 277759529
38272 60350 25531475
51861 49004 783396972
39430 21332 660434856
14605 62428 166070371
43925 47912 583120355
5650 10552 238505567
1447 15855 233554831
45874 2731 320883092
50248 36583 255652288
65169 56043 553511526
10587 60706 391689711
60988 36237 401049597
9818 59269 713145273
4334 14286 827850487
42728 31942 487301609
21210 64077 246798889
